school_name,status,active_url,num_pdfs,,,
MONTANA STATE UNIVERSITY,200,1,,,,
MONTANA STATE UNIVERSITY BILLINGS,404,0,0,,,
MONTANA STATE UNIVERSITY NORTHERN,200,1,,,,
MONTANA TECHNOLOGICAL UNIVERSITY,200,1,,,,
ROCKY MOUNTAIN COLLEGE,"HTTPSConnectionPool(host='www.rocky.edu', port=443): Max retries exceeded with url: /coronavirus (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1125)')))",0,0,,,
SALISH KOOTENAI COLLEGE,200,1,,,,
STONE CHILD COLLEGE,200,1,,,,
THE UNIVERSITY OF MONTANA WESTERN,200,1,,,,
UNIVERSITY OF MONTANA,200,1,,,,
UNIVERSITY OF PROVIDENCE,403,0,0,,,
ALAMANCE COMMUNITY COLLEGE,403,0,0,,,
ALEXANDER PAUL INSTITUTE OF HAIR DESIGN LLC,200,1,,,,
APPALACHIAN STATE UNIVERSITY,200,1,,,,
ASHEVILLE-BUNCOMBE TECHNICAL COMMUNITY COLLEGE,200,1,,,,
BARTON COLLEGE,200,1,,,,
BEAUFORT COUNTY COMMUNITY COLLEGE,200,1,,,,
BELMONT ABBEY COLLEGE,200,1,,,,
BENNETT COLLEGE,200,1,,,,
"BEYOND MEASURE BARBERING INSTITUTE, LLC",200,1,,,,
BLADEN COMMUNITY COLLEGE,200,1,,,,
BLUE RIDGE COMMUNITY COLLEGE,404,0,0,,,
BREVARD COLLEGE,200,1,,,,
BRUNSWICK COMMUNITY COLLEGE,404,0,0,,,
CALDWELL COMMUNITY COLLEGE AND TECHNICAL INSTITUTE,200,1,,,,
"CAMPBELL UNIVERSITY, INCORPORATED",200,1,,,,
CAPE FEAR COMMUNITY COLLEGE,200,1,,,,
CAROLINA CHRISTIAN COLLEGE,200,1,,,,
CAROLINA COLLEGE OF BIBLICAL STUDIES,200,1,,,,
CARTERET COMMUNITY COLLEGE,200,1,,,,
"CASEL, LLC",200,1,,,,
CATAWBA COLLEGE,200,1,,,,
CATAWBA VALLEY COMMUNITY COLLEGE,200,1,,,,
CENTER FOR MASSAGE AND NATURAL HEALTH,200,1,,,,
CENTRAL CAROLINA COMMUNITY COLLEGE,200,1,,,,
CENTRAL PIEDMONT COMMUNITY COLLEGE,200,1,,,,
CHARLOTTE CHRISTIAN COLLEGE AND THEOLOGICAL SEMINARY56-19959,200,1,,,,
CHOWAN UNIVERSITY,200,1,,,,
CLEVELAND COMMUNITY COLLEGE,200,1,,,,
COASTAL CAROLINA COMMUNITY COLLEGE,200,1,,,,
COLLEGE OF THE ALBEMARLE,403,0,0,,,
CORPORATION FOR BROADCAST TRAINING,406,0,0,,,
CRAVEN COMMUNITY COLLEGE,200,1,,,,
DAOIST TRADITIONS COLLEGE OF CHINESE MEDICAL ARTS,200,1,,,,
DAVIDSON COLLEGE,200,1,,,,
DAVIDSON COUNTY COMMUNITY COLLEGE,200,1,,,,
DURHAM TECHNICAL COMMUNITY COLLEGE,200,1,,,,
EAST CAROLINA UNIVERSITY,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",0,0,,,
EDGECOMBE COMMUNITY COLLEGE,200,1,,,,
EDWARD PATRICK,200,1,,,,
ELIZABETH CITY STATE UNIVERSITY,200,1,,,,
ELON UNIVERSITY,200,1,,,,
FAYETTEVILLE STATE UNIVERSITY,200,1,,,,
FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE,200,1,,,,
FORSYTH TECHNICAL COMMUNITY COLLEGE,200,1,,,,
GARDNER-WEBB UNIVERSITY,403,0,0,,,
GASTON COLLEGE,403,0,0,,,
GRACE COLLEGE OF DIVINITY,200,1,,,,
"GREENSBORO COLLEGE, INC",403,0,0,,,
GUILFORD COLLEGE,200,1,,,,
GUILFORD TECHNICAL COMMUNITY COLLEGE,200,1,,,,
HALIFAX COMMUNITY COLLEGE,"HTTPSConnectionPool(host='halifaxcc.edu', port=443): Max retries exceeded with url: /Students/CARES/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000020B3EB79310>, 'Connection to halifaxcc.edu timed out. (connect timeout=15)'))",0,0,,,
HAYWOOD COMMUNITY COLLEGE,200,1,,,,
"HEALTH AND STYLE INSTITUTE, LLC",200,1,,,,
HIGH POINT UNIVERSITY,200,1,,,,
HOOD THEOLOGICAL SEMINARY,200,1,,,,
ISOTHERMAL COMMUNITY COLLEGE,200,1,,,,
JAMES SPRUNT COMMUNITY COLLEGE,200,1,,,,
JOHNSON C. SMITH UNIVERSITY,200,1,,,,
JOHNSTON COMMUNITY COLLEGE,200,1,,,,
JUNG TAO SCHOOL OF CLASSICAL CHINESE MEDICINE,200,1,,,,
LEES-MCRAE COLLEGE,200,1,,,,
LENOIR COMMUNITY COLLEGE,200,1,,,,
LENOIR-RHYNE UNIVERSITY,200,1,,,,
LEONS BEAUTY SCHOOL INC,"HTTPSConnectionPool(host='www.leonsbeauty.com', port=443): Max retries exceeded with url: /files/2020/10/HEERF-Quarterly-Reporting-10.30.2020.pdf (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1125)')))",0,0,,,
"LISTEVA, INC.",200,1,,,,
LIVINGSTONE COLLEGE,200,1,,,,
LOUISBURG COLLEGE INC.,200,1,,,,
"LTT ENTERPRISES, INC.",200,1,,,,
MARS HILL UNIVERSITY,200,1,,,,
MARTIN COMMUNITY COLLEGE,200,1,,,,
MAYLAND COMMUNITY COLLEGE,403,0,0,,,
MCDOWELL TECHNICAL COMMUNITY COLLEGE,200,1,,,,
MEREDITH COLLEGE,200,1,,,,
MID-ATLANTIC CHRISTIAN UNIVERSITY,200,1,,,,
MITCHELL COMMUNITY COLLEGE,200,1,,,,
MITCHELL'S ACADEMY,"HTTPSConnectionPool(host='www.mitchells.edu', port=443): Max retries exceeded with url: /Portals/32/pdf/CARES-Act-Disclosures.pdf (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1125)')))",0,0,,,
MONTGOMERY COMMUNITY COLLEGE,200,1,,,,
MONTREAT COLLEGE,403,0,0,,,
MR. DAVID'S COIFFURE'S INC.,Invalid URL 'https://': No host supplied,0,0,,,
MYCOMPUTERCAREER AT RALEIGH LLC,403,0,0,,,
NASH COMMUNITY COLLEGE,200,1,,,,
NORTH CAROLINA A&T STATE UNIVERSITY,200,1,,,,
NORTH CAROLINA CENTRAL UNIVERSITY,Invalid URL 'https://': No host supplied,0,0,,,
NORTH CAROLINA STATE UNIVERSITY,200,1,,,,
NORTH CAROLINA WESLEYAN COLLEGE,200,1,,,,
"NURTUR NORTH CAROLINA, LLC",200,1,,,,
PAMLICO COMMUNITY COLLEGE,406,0,0,,,
PFEIFFER UNIVERSITY,200,1,,,,
PIEDMONT COMMUNITY COLLEGE,200,1,,,,
PIEDMONT INTERNATIONAL UNIVERSITY,200,1,,,,
"PINNACLE INSTITUTE OF COSMETOLOGY, INC.","HTTPSConnectionPool(host='pinnacleinstute.edu', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000020B3ED6C340>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))",0,0,,,
PITT COMMUNITY COLLEGE,200,1,,,,
QUEENS UNIVERSITY OF CHARLOTTE,200,1,,,,
RANDOLPH COMMUNITY COLLEGE,403,0,0,,,
RICHMOND COMMUNITY COLLEGE,200,1,,,,
ROANOKE CHOWAN COMMUNITY COLLEGE,200,1,,,,
ROBESON COMMUNITY COLLEGE,403,0,0,,,
ROCKINGHAM COMMUNITY COLLEGE,200,1,,,,
ROWAN-CABARRUS COMMUNITY COLLEGE,200,1,,,,
SALEM ACADEMY AND COLLEGE,200,1,,,,
SAMPSON COMMUNITY COLLEGE,200,1,,,,
SANDHILLS COMMUNITY COLLEGE,403,0,0,,,
SCHOOL OF COMMUNICATION ARTS OF NORTH CAROLINA INC,200,1,,,,
SHAW UNIVERSITY,200,1,,,,
SHEPHERDS THEOLOGICAL SEMINARY,403,0,0,,,
SOUTH PIEDMONT COMMUNITY COLLEGE,200,1,,,,
SOUTHEASTERN BAPTIST THEOLOGICAL SEMINARY,200,1,,,,
STANLY COMMUNITY COLLEGE,200,1,,,,
SURRY COMMUNITY COLLLEGE,200,1,,,,
THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,200,1,,,,
"THE METHODIST UNIVERSITY, INC.",200,1,,,,
THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,200,1,,,,
THE UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS,200,1,,,,
TRI-COUNTY COMMUNITY COLLEGE,200,1,,,,
"UNIVERSITY OF MOUNT OLIVE, INC",200,1,,,,
UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE,200,1,,,,
UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE,200,1,,,,
UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,200,1,,,,
UNIVERSITY OF NORTH CAROLINA AT WILMINGTON,200,1,,,,
UNIVERSITY OF NORTH CAROLINA GREENSBORO,200,1,,,,
VANCE-GRANVILLE COMMUNITY COLLEGE,Invalid URL 'https://': No host supplied,0,0,,,
WAKE FOREST UNIVERSITY,200,1,,,,
WAKE TECHNICAL COMMUNITY COLLEGE,200,1,,,,
WARREN WILSON COLLEGE,200,1,,,,
"WATTS COLLEGE OF NURSING, INC.",200,1,,,,
WAYNE COMMUNITY COLLEGE,200,1,,,,
WESTERN CAROLINA UNIVERSITY,200,1,,,,
WESTERN PIEDMONT COMMUNITY COLLEGE,200,1,,,,
WILKES COMMUNITY COLLEGE,403,0,0,,,
WILLIAM PEACE UNIVERSITY,200,1,,,,
WILSON COMMUNITY COLLEGE,200,1,,,,
WINGATE UNIVERSITY,200,1,,,,
WINSTON SALEM BARBER SCHOOL,200,1,,,,
WINSTON-SALEM STATE UNIVERSITY,200,1,,,,
BISMARCK STATE COLLEGE,200,1,,,,
CANKDESKA CIKANA COMMUNITY COLLEGE,"HTTPSConnectionPool(host='littlehoop.edu', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(""hostname 'littlehoop.edu' doesn't match '*.littlehoop.edu'"")))",0,0,,,
DAKOTA COLLEGE AT BOTTINEAU FOUNDATION,200,1,,,,
DICKINSON STATE UNIVERSITY,200,1,,,,
LAKE REGION STATE COLLEGE,200,1,,,,
MAYVILLE STATE UNIVERSITY,200,1,,,,
MINOT STATE UNIVERSITY,200,1,,,,
NORTH DAKOTA STATE COLLEGE OF SCIENCE,200,1,,,,
NORTH DAKOTA STATE UNIVERSITY,404,0,0,,,
NUETA HIDATSA SAHNISH COLLEGE,200,1,,,,
"SALON PROFESSIONALS ACADEMY FARGO, INC.",200,1,,,,
SITTING BULL COLLEGE,200,1,,,,
TRINITY BIBLE COLLEGE AND GRADUATE SCHOOL,200,1,,,,
TURTLE MOUNTAIN COMMUNITY COLLEGE,403,0,0,,,
UNITED TRIBES TECHNICAL COLLEGE,200,1,,,,
UNIVERSITY OF JAMESTOWN,"HTTPSConnectionPool(host='www.uj.edu', port=443): Max retries exceeded with url: /about-uj/public-disclosures/miscellaneous-public-disclosures (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1125)')))",0,0,,,
UNIVERSITY OF MARY,200,1,,,,
UNIVERSITY OF NORTH DAKOTA,200,1,,,,
VALLEY CITY STATE UNIVERSITY,200,1,,,,
WILLISTON STATE COLLEGE,200,1,,,,
ALEGENT CREIGHTON HEALTH,200,1,,,,
BELLEVUE UNIVERSITY,200,1,,,,
BOARD OF REGENTS OF THE UNIV. OF NE DBA UNIV. OF NE AT OMAHA,200,1,,,,
"BOARD OF REGENTS, UNIV OF NEBRASKA, UNIV OF NEBRASKA-LINCOLN",200,1,,,,
"BOARD OF REGENTS, UNIVERSITY OF NE DBA UNIV OF NE AT KEARNEY",200,1,,,,
BRYAN MEDICAL CENTER,200,1,,,,
CAPITOL BEAUTY SCHOOL INC,200,1,,,,
CENTRAL COMMUNITY COLLEGE,200,1,,,,
CHADRON STATE COLLEGE,200,1,,,,
CLARKSON COLLEGE,200,1,,,,
COLLEGE OF SAINT MARY,200,1,,,,
CONCORDIA UNIVERSITY - NEBRASKA,200,1,,,,
CREIGHTON UNIVERSITY,200,1,,,,
DOANE UNIVERSITY,200,1,,,,
HASTINGS COLLEGE,200,1,,,,
JOSEPH INCORPORATED,200,1,,,,
LINCOLN BARBER COLLEGE INC,200,1,,,,
LITTLE PRIEST TRIBAL COLLEGE,200,1,,,,
METROPOLITAN COMMUNITY COLLEGE,200,1,,,,
MIDLAND UNIVERSITY,200,1,,,,
MID-PLAINS COMMUNITY COLLEGE,404,0,0,,,
MYOTHERAPY INSTITUTE,200,1,,,,
NEBRASKA INDIAN COMMUNITY COLLEGE,404,0,0,,,
NEBRASKA METHODIST COLLEGE OF NURSING AND ALLIED HEALTH,200,1,,,,
NEBRASKA WESLEYAN UNIVERSITY,200,1,,,,
NORTHEAST COMMUNITY COLLEGE,200,1,,,,
PERU STATE COLLEGE,200,1,,,,
SOUTHEAST COMMUNITY COLLEGE AREA,200,1,,,,
SUMMIT CHRISTIAN COLLEGE,200,1,,,,
UNIVERSAL COLLEGE OF HEALING ARTS INC,404,0,0,,,
UNIVERSITY OF NEBRASKA MEDICAL CENTER,200,1,,,,
WAYNE STATE COLLEGE,200,1,,,,
WESTERN NEBRASKA COMMUNITY COLLEGE,200,1,,,,
XENON INTERNATIONAL ACADEMY II INC,200,1,,,,
YORK COLLEGE,200,1,,,,
"CDK, LLC",406,0,0,,,
"COIFFURES BY MICHAEL, INC.",200,1,,,,
COLBY-SAWYER COLLEGE,200,1,,,,
CONTINENTAL CRIMPING INC.,200,1,,,,
EMPIRE BEAUTY SCHOOL,200,1,,,,
FRANKLIN PIERCE UNIVERSITY,200,1,,,,
GREAT BAY COMMUNITY COLLEGE,200,1,,,,
"HARMONY HEALTH CARE INSTITUTE, INC.","HTTPSConnectionPool(host='www.harmony-health.org', port=443): Max retries exceeded with url: /aid.html (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1125)')))",0,0,,,
KATHY AND CARA INC,406,0,0,,,
KEENE STATE COLLEGE,200,1,,,,
LAKES REGION COMMUNITY COLLEGE,200,1,,,,
MAGDALEN COLLEGE,403,0,0,,,
MANCHESTER COMMUNITY COLLEGE,200,1,,,,
NASHUA COMMUNITY COLLEGE,406,0,0,,,
NEW ENGLAND COLLEGE,403,0,0,,,
NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS,200,1,,,,
NHTI - CONCORD'S COMMUNITY COLLEGE,200,1,,,,
PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NH,200,1,,,,
"PMNH PORTSMOUTH, LLC",200,1,,,,
RIVER VALLEY COMMUNITY COLLEGE,200,1,,,,
RIVIER UNIVERSITY,403,0,0,,,
SAINT ANSELM COLLEGE,200,1,,,,
SOUTHERN NEW HAMPSHIRE UNIVERSITY,200,1,,,,
ST. JOSEPH HOSPITAL NASHUA N.H. D/B/A ST. JOSEPH SCHOOL OF N,"HTTPSConnectionPool(host='www.sjson.edu', port=443): Max retries exceeded with url: /st-joseph-school-of-nursing/financial-aid (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1125)')))",0,0,,,
"THE THOMAS MORE COLLEGE OF LIBERAL ARTS, INC.",403,0,0,,,
TRUSTEES OF DARTMOUTH COLLEGE,200,1,,,,
UNIVERSITY OF NEW HAMPSHIRE,200,1,,,,
UNIVERSITY SYSTEM OF NEW HAMPSHIRE - GRANITE STATE COLLEGE,200,1,,,,
UPPER VALLEY EDUCATORS INSTITUTE,200,1,,,,
WHITE MOUNTAIN COMMUNITY COLLEGE,200,1,,,,
"A. EASTWICK EDUCATION, INC.","HTTPSConnectionPool(host='hohokus.edu', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1125)')))",0,0,,,
A.S.I. CAREER INSTITUTE LLC,"HTTPSConnectionPool(host='asi.edu', port=443): Max retries exceeded with url: /heerf-quarterly-reporting-sep%202020.pdf (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1125)')))",0,0,,,
"ADVANTAGE CAREER INSTITUTE, INC.",403,0,0,,,
AMERICAN INSTITUTE OF MEDICAL SCIENCES AND EDUCATION LLC,200,1,,,,
ARTISTIC ACADEMY INC,200,1,,,,
"ATLANTIC BEAUTY & SPA ACADEMY, LLC",200,1,,,,
ATLANTIC CAPE COMMUNITY COLLEGE,"HTTPSConnectionPool(host='www.atlantic.edu', port=443): Max retries exceeded with url: /about/consumer-information.php (Caused by SSLError(SSLError(1, '[SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:1125)')))",0,0,,,
BAIS MEDRASH MAYAN HATORAH INC,200,1,,,,
BAIS MEDRASH TORAS CHESED,"HTTPSConnectionPool(host='www.bmtc.edu', port=443): Max retries exceeded with url: /cares-reporting.html (Caused by SSLError(SSLCertVerificationError(""hostname 'www.bmtc.edu' doesn't match either of '*.weebly.com', 'weebly.com'"")))",0,0,,,
BERGEN COMMUNITY COLLEGE,403,0,0,,,
BERGEN COUNTY TECHNICAL SCHOOLS,200,1,,,,
"BERKELEY EDUCATIONAL SERVICES OF NJ, INC",200,1,,,,
BEST CARE COLLEGE,200,1,,,,
BETH MEDRASH GOVOHA OF AMERICA,"HTTPSConnectionPool(host='yeshivanotices.org', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(""hostname 'yeshivanotices.org' doesn't match either of '*.securedata.net', 'securedata.net'"")))",0,0,,,
BETH MEDRASH OF ASBURY PARK,200,1,,,,
BLOOMFIELD COLLEGE,200,1,,,,
BROOKDALE COMMUNITY COLLEGE,403,0,0,,,
CALDWELL UNIVERSITY INC,200,1,,,,
CAMDEN COUNTY COLLEGE,200,1,,,,
CAPRI INSTITUTE OF HAIR DESIGN,200,1,,,,
"CENTENARY UNIVERSITY, A NEW JERSEY NONPROFIT CORPORATION",200,1,,,,
CENTER FOR THE HEALING ARTS,403,0,0,,,
COLLEGE OF SAINT ELIZABETH,"HTTPSConnectionPool(host='steu.edu', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1125)')))",0,0,,,
COUNTY COLLEGE OF MORRIS,403,0,0,,,
CUTTING EDGE ACADEMY LLC,406,0,0,,,
CV COSMETOLOGY INC,200,1,,,,
DIVERS ACADEMY INTERNATIONAL,200,1,,,,
DREW UNIVERSITY,200,1,,,,
"E.L.M. EASTWICK EDUCATION, INC.",200,1,,,,
"EASTERN SCHOOL OF ACUPUNCTURE AND TRADITIONAL MEDICINE, INC.",200,1,,,,
"EASTWICK EDUCATION, INC.",200,1,,,,
ESSEX COUNTY COLLEGE,403,0,0,,,
FAIRLEIGH DICKINSON UNIVERSITY,200,1,,,,
FELICIAN UNIVERSITY,200,1,,,,
FORTIS COLLEGE WAYNE,200,1,,,,
GARDEN STATE SCIENCE AND TECHNOLOGY INSTITUTE INC,406,0,0,,,
"GBR, INC.",406,0,0,,,
GEORGIAN COURT UNIVERSITY,403,0,0,,,
HEALTHCARE TRAINING INSTITUTE INC,403,0,0,,,
HUDSON COUNTY COMMUNITY COLLEGE,200,1,,,,
INSTITUTE FOR THERAPEUTIC MASSAGE INC.,200,1,,,,
"JERSEY SHORE ACADEMY, LLC",200,1,,,,
JFK MUHLENBERG HAROLD B. AND DOROTHY A. SNYDER SCHOOLS,200,1,,,,
KEAN UNIVERSITY,200,1,,,,
KESER TORAH - MAYAN HATALMUD D/B/A MESIVTA KESER TORAH,200,1,,,,
"LINCOLN TECHNICAL INSTITUTE, INC.",200,1,,,,
"M. EASTWICK EDUCATION, INC.",200,1,,,,
MERCER COUNTY COMMUNITY COLLEGE,200,1,,,,
MICRO TECH TRAINING CENTER INC.,200,1,,,,
MIDDLESEX COUNTY COLLEGE,"HTTPSConnectionPool(host='www.middlesexcc.edu', port=443): Max retries exceeded with url: /coronavirus (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1125)')))",0,0,,,
MOBILE TECH TRAINING,406,0,0,,,
MONMOUTH COUNTY VOCATIONAL SCHOOL DISTRICT,403,0,0,,,
"MONMOUTH UNIVERSITY, INC.",200,1,,,,
MONTCLAIR STATE UNIVERSITY,200,1,,,,
MORRIS COUNTY VOCATIONAL SCHOOL DISTRICT,200,1,,,,
NATIONAL CAREER COLLEGE LLC D/B/A NATIONAL CAREER INSTITUTE,200,1,,,,
NEW BRUSNWICK THEOLOGICAL SEMINARY,403,0,0,,,
NEW COMMUNITY CAREER & TECHNICAL INSTITUTE,200,1,,,,
NEW JERSEY CITY UNIVERSITY,200,1,,,,
NEW JERSEY INSTITUTE OF TECHNOLOGY,200,1,,,,
OCEAN COUNTY COLLEGE,403,0,0,,,
OCEAN COUNTY VOCATIONAL TECHNICAL SCHOOL,"HTTPSConnectionPool(host='www.ocvts.org', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000020B42C75D90>, 'Connection to www.ocvts.org timed out. (connect timeout=15)'))",0,0,,,
"P. B. SCHOOL OF BEAUTY CULTURE, INC.",200,1,,,,
"PARISIAN BEAUTY SCHOOL, INC.",200,1,,,,
PASSAIC COUNTY COMMUNITY COLLEGE,"HTTPSConnectionPool(host='www.pccc.edu', port=443): Max retries exceeded with url: /coronavirus (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000020B42C86430>, 'Connection to www.pccc.edu timed out. (connect timeout=15)'))",0,0,,,
"PC AGE CHERRY HILL, LLC",200,1,,,,
"PENNCO INSTITUTES, INC",403,0,0,,,
PILLAR COLLEGE,200,1,,,,
PRINCETON THEOLOGICAL SEMINARY,200,1,,,,
"PRISM EDUCATION GROUP, INC.",200,1,,,,
"RABBI JACOB JOSEPH SCHOOL, INC.",200,1,,,,
RABBINICAL COLLEGE OF AMERICA,503,0,0,,,
RABBINICAL SEMINARY MKOR CHAIM,200,1,,,,
RAMAPO COLLEGE OF NEW JERSEY,200,1,,,,
RARITAN VALLEY COMMUNITY COLLEGE,200,1,,,,
"REIGNBOW BEAUTY ACADEMY, INC",406,0,0,,,
RIDER UNIVERSITY,200,1,,,,
RIZZIERI AVEDA SCHOOL FOR BEAUTY AND WELLNESS,200,1,,,,
"ROBERT FIANCE BEAUTY SCHOOLS, INC.",406,0,0,,,
ROWAN COLLEGE AT BURLINGTON COUNTY,200,1,,,,
ROWAN COLLEGE OF SOUTH JERSEY,200,1,,,,
ROWAN UNIVERSITY,200,1,,,,
RTECH CONSULTING LLC,200,1,,,,
"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",200,1,,,,
SAINT PETER'S UNIVERSITY,200,1,,,,
SALEM COMMUNITY COLLEGE,200,1,,,,
SEMINARY BNOS CHAIM,200,1,,,,
SETON HALL UNIVERSITY,"HTTPSConnectionPool(host='shu.edu', port=443): Max retries exceeded with url: /health-intervention-communication-communication/cares.cfm (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000020B42CF6670>, 'Connection to shu.edu timed out. (connect timeout=15)'))",0,0,,,
"SSS EDUCATION, INC. D/B/A/ JERSEY COLLEGE",200,1,,,,
ST. FRANCIS MEDICAL CENTER SCHOOL OF RAD. TECH.,200,1,,,,
STOCKTON UNIVERSITY,200,1,,,,
SUSSEX COUNTY COMMUNITY COLLEGE,200,1,,,,
TALMUDICAL ACADEMY,200,1,,,,
"TETERBORO SCHOOL OF AERONAUTICS, INC.","HTTPSConnectionPool(host='teterboroschool.com', port=443): Max retries exceeded with url: /your-rights/ (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000020B42D0DE20>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",0,0,,,
THE COLLEGE OF NEW JERSEY,200,1,,,,
"THE JOE KUBERT SCHOOL OF CARTOON AND GRAPIC ART, INC.",200,1,,,,
THE SHS GROUP LLC,200,1,,,,
THOMAS EDISON STATE UNIVERSITY,200,1,,,,
TOTAL IMAGE BEAUTY ACADEMY INC,200,1,,,,
"TRUSTEES OF STEVENS INSTITUTE OF TECHNOLOGY, INC.",200,1,,,,
UNION COUNTY COLLEGE,200,1,,,,
UNIVERSAL TRAINING INSTITUTE INC,200,1,,,,
WARREN COUNTY COMMUNITY COLLEGE,"HTTPSConnectionPool(host='www.warren.edu', port=443): Read timed out. (read timeout=15)",0,0,,,
WILLIAM PATERSON UNIVERSITY OF NEW JERSEY,200,1,,,,
YESHIVA BAIS AHARON,200,1,,,,
YESHIVA BE'ER YITZCHOK,406,0,0,,,
YESHIVA CHEMDAS HATORAH,200,1,,,,
YESHIVA GEDOLA TIFERES YAAKOV YITZCHOK,200,1,,,,
YESHIVA GEDOLA TIFERES YERACHMIEL,200,1,,,,
YESHIVA GEDOLAH KEREN HATORAH,200,1,,,,
YESHIVA GEDOLAH OF CLIFFWOOD,200,1,,,,
YESHIVA GEDOLAH OF WOODLAKE VILLAGE,200,1,,,,
YESHIVA GEDOLAH SHAAREI SHMUEL,200,1,,,,
YESHIVA GEDOLAH TIFERES BORUCH,200,1,,,,
YESHIVA GEDOLAH ZICHRON LEYMA,200,1,,,,
YESHIVA TORAS CHAIM,200,1,,,,
YESHIVA YESODEI HATORAH,200,1,,,,
YESHIVAS EMEK HATORAH,200,1,,,,
"AVENUE ACADEMY (THE), A COSMETOLOGY INSTITUTE","('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",0,0,,,
CENTRAL NEW MEXICO COMMUNITY COLLEGE,200,1,,,,
EASTERN NEW MEXICO UNIVERSITY,403,0,0,,,
GLITZ SCHOOL OF COSMETOLOGY INC.,200,1,,,,
HUMAN CAPITAL INC DBA SOUTHWEST ACUPUNCTURE COLLEGE,200,1,,,,
INSTITUTE OF AMERICAN INDIAN AND ALASKA NATIVE CULTURE AND A,200,1,,,,
LUNA COMMUNITY COLLEGE,200,1,,,,
"MARK PARDO INSTITUTE OF NEW MEXICO LLC, THE",403,0,0,,,
MESALANDS COMMUNITY COLLEGE,403,0,0,,,
NAVAJO TECHNICAL UNIVERSITY,"HTTPSConnectionPool(host='www.navajotech.edu', port=443): Max retries exceeded with url: /cares-act (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000020B42DB7AC0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",0,0,,,
NEW MEXICO HIGHLANDS UNIVERSITY,403,0,0,,,
NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,200,1,,,,
NEW MEXICO JUNIOR COLLEGE,404,0,0,,,
NEW MEXICO MILITARY INSTITUTE,200,1,,,,
NEW MEXICO STATE UNIVERSITY,200,1,,,,
NORTHERN NEW MEXICO COLLEGE,200,1,,,,
SAN JUAN COLLEGE,200,1,,,,
SANTA FE COMMUNITY COLLEGE,200,1,,,,
