school_name,status,active_url,num_pdfs,,,
KENTUCKY MOUNTAIN BIBLE COLLEGE,403,0,0,,,
KENTUCKY STATE UNIVERSITY,200,1,,,,
KENTUCKY WESLEYAN COLLEGE,403,0,0,,,
LAUNCH TEAM LLC,404,0,0,,,
LEXINGTON HEALING ARTS AND WELLNESS CENTER LLC,403,0,0,,,
LEXINGTON THEOLOGICAL SEMINARY,200,1,,,,
"LINDSEY WILSON COLLEGE, INC.",200,1,,,,
LOUISVILLE PRESBYTERIAN THEOLOGICAL SEMINARY,200,1,,,,
MADISONVILLE COMMUNITY COLLEGE,200,1,,,,
MAYSVILLE COMMUNITY AND TECHNICAL COLLEGE,200,1,,,,
"MIDWAY UNIVERSITY, INC",200,1,,,,
MOREHEAD STATE UNIVERSITY,200,1,,,,
MURRAY STATE UNIVERSITY,200,1,,,,
NORTHERN KENTUCKY UNIVERSITY,200,1,,,,
OWENSBORO COMMUNITY AND TECHNICAL COLLEGE,200,1,,,,
PMKY LEXINGTON LLC,200,1,,,,
PMKY LOUISVILLE LLC,200,1,,,,
REGINA WEBB ACADEMY,200,1,,,,
"SIMMONS COLLEGE OF KENTUCKY, INC.",200,1,,,,
SOUTHCENTRAL KENTUCKY COMMUNITY AND TECHNICAL COLLEGE,200,1,,,,
SOUTHEAST KENTUCKY COMMUNITY AND TECHNICAL COLLEGE,200,1,,,,
"SPALDING UNIVERSITY, INC.",403,0,0,,,
SULLIVAN UNIVERSITY,200,1,,,,
"THOMAS MORE UNIVERSITY, INC.",200,1,,,,
TRANSYLVANIA UNIVERSITY,200,1,,,,
TRI-STATE BARBER COLLEGE INC,403,0,0,,,
UNION COLLEGE,200,1,,,,
UNIVERSITY OF KENTUCKY,200,1,,,,
"UNIVERSITY OF LOUISVILLE RESEARCH FOUNDATION, INC.",200,1,,,,
UNIVERSITY OF PIKEVILLE,200,1,,,,
"UNIVERSITY OF THE CUMBERLANDS, INC.",200,1,,,,
WEST KENTUCKY COMMUNITY & TECHNICAL COLLEGE,200,1,,,,
WESTERN KENTUCKY UNIVERSITY,404,0,0,,,
ACADEMY OF INTERACTIVE ENTERTAINMENT,403,0,0,,,
"AVERY JAMES SCHOOL OF COSMETOLOGY, LLC",403,0,0,,,
"AYERS INSTITUTE, INC. D/B/A AYERS CAREER COLLEGE",200,1,,,,
BATON ROUGE COMMUNITY COLLEGE,200,1,,,,
BATON ROUGE GENERAL MEDICAL CENTER,200,1,,,,
BEAUTY BASICS INC.,200,1,,,,
BIOMEDICAL RESEARCH FOUNDATION OF NORTHWEST LOUISIANA,200,1,,,,
BLALOCK'S PROFESSIONAL BEAUTY COLLEGE,200,1,,,,
BOS-MAN'S BARBER COLLEGE,200,1,,,,
BOSSIER PARISH COMMUNITY COLLEGE,200,1,,,,
CENTENARY COLLEGE OF LOUISIANA,200,1,,,,
CENTRAL LOUISIANA TECHNICAL COMMUNITY COLLEGE,200,1,,,,
CLOYD'S BARBER SCHOOL #2,200,1,,,,
"CLOYD'S BEAUTY SCHOOL #1, INC.",200,1,,,,
CLOYD'S BEAUTY SCHOOL #3,200,1,,,,
"CREATIVE HAIR ACQUISITION CORPORATION, INC.",200,1,,,,
"CRESCENT CITY SCHOOL OF GAMING & BARTENDING, INC.",200,1,,,,
DELGADO COMMUNITY COLLEGE,200,1,,,,
DELTA COLLEGE,200,1,,,,
DELTA COLLEGE OF ARTS & TECHNOLOGY,403,0,0,,,
"DENHAM SPRINGS BEAUTY COLLEGE, INC.",200,1,,,,
"DIESEL DRIVING ACADEMY, INC.",200,1,,,,
DILLARD UNIVERSITY,200,1,,,,
EDUCATION MANAGEMENT INC,200,1,,,,
ELAINE P. NUNEZ COMMUNITY COLLEGE,200,1,,,,
FORTIS COLLEGE,200,1,,,,
FRANCISCAN MISSIONARIES OF OUR LADY UNIVERSITY,200,1,,,,
GRAMBLING STATE UNIVERSITY,200,1,,,,
"GUY'S ACADEMY HAIR, SKIN & NAILS",403,0,0,,,
"HAIR-A-FAIR, INC. DBA COSMETOLOGY TRAINING CENTER",200,1,,,,
HEALTHCARE TRAINING INSTITUTE,"HTTPSConnectionPool(host='www.healthcaretraininginstitutenola.net', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1125)')))",0,0,,,
INFINITY COLLEGE INC,200,1,,,,
"INTERNATIONAL TECHNICAL INSTITUTE, INC. DBA ITI TECHNICAL CO",403,0,0,,,
"JOHN JAY BEAUTY COLLEGE, INC.",Invalid URL 'https://': No host supplied,0,0,,,
"J'S BARBER COLLEGE, LLC",200,1,,,,
L.E. FLETCHER TECHNICAL COMMUNITY COLLEGE,200,1,,,,
LEARNING BRIDGE CAREER INSTITUTE,200,1,,,,
LOUISIANA ACADEMY OF BEAUTY,200,1,,,,
LOUISIANA COLLEGE,200,1,,,,
LOUISIANA CULINARY INSTITUTE,403,0,0,,,
LOUISIANA DELTA COMMUNITY COLLEGE,200,1,,,,
LOUISIANA STATE UNIVERSITY,200,1,,,,
LOUISIANA STATE UNIVERSITY AT EUNICE,200,1,,,,
LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER - N.O.,200,1,,,,
LOUISIANA STATE UNIVERSITY IN SHREVEPORT,200,1,,,,
LOUISIANA TECH UNIVERSITY,200,1,,,,
LOYOLA UNIVERSITY NEW ORLEANS,200,1,,,,
LSU ALEXANDRIA,200,1,,,,
LSU HEALTH SCIENCES CENTER AT SHREVEPORT,404,0,0,,,
MCNEESE STATE UNIVERSITY,200,1,,,,
MEDICAL TRAINING COLLEGE,403,0,0,,,
NICHOLLS STATE UNIVERSITY,403,0,0,,,
NORTHSHORE TECHNICAL COMMUNITY COLLEGE,200,1,,,,
NORTHWEST LOUISIANA TECHNICAL COMMUNITY COLLEGE,200,1,,,,
NORTHWESTERN STATE UNIVERSITY OF LOUISIANA,200,1,,,,
OMEGA INSTITUTE OF COSMETOLOGY,403,0,0,,,
OPELOUSAS SCHOOL OF COSMETOLOGY,"HTTPSConnectionPool(host='opelousascosmetology.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1125)')))",0,0,,,
PARK PLACE PREMIER BARBER SCHOOL,406,0,0,,,
PAT GOINS OF MONROE INC.,200,1,,,,
PINEVILLE BEAUTY SCHOOL,403,0,0,,,
"RAY J'S COLLEGE OF HAIR, LLC","HTTPSConnectionPool(host='www.rayjscollegeofhair.info', port=443): Max retries exceeded with url: /uploads/1/1/6/4/116485781/heerf_grant.pdf (Caused by SSLError(SSLCertVerificationError(""hostname 'www.rayjscollegeofhair.info' doesn't match either of '*.weebly.com', 'weebly.com'"")))",0,0,,,
RIVER PARISHES COMMUNITY COLLEGE,200,1,,,,
ROCAHAIR LLC,200,1,,,,
SAINT JOSEPH ABBEY AND SEMINARY COLLEGE,200,1,,,,
SCHOOL OF COMPUTERS D/B/A BATON ROUGE SCHOOL OF COMPUTERS,403,0,0,,,
SETTING THE STANDARD BARBERING & NATURAL HAIR ACADEMY,"HTTPSConnectionPool(host='www.sts-academy.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1125)')))",0,0,,,
SOUTH LOUISIANA BEAUTY COLLEGE LIMITED DBA LASALLE TECH,406,0,0,,,
SOUTH LOUISIANA COMMUNITY COLLEGE,200,1,,,,
SOUTHEASTERN LOUISIANA UNIVERSITY,200,1,,,,
SOUTHERN UNIVERSITY AND A&M COLLEGE,200,1,,,,
SOUTHERN UNIVERSITY AT NEW ORLEANS,200,1,,,,
SOUTHERN UNIVERSITY AT SHREVEPORT,200,1,,,,
SOWELA TECHNICAL COMMUNITY COLLEGE,200,1,,,,
"STAGE ONE THE HAIR SCHOOL, INC.",200,1,,,,
TULANE UNIVERSITY,200,1,,,,
"UNITECH TRAINING ACADEMY, INC",403,0,0,,,
UNIVERSITY OF HOLY CROSS,200,1,,,,
UNIVERSITY OF LOUISIANA AT LAFAYETTE,200,1,,,,
UNIVERSITY OF LOUISIANA AT MONROE,200,1,,,,
UNIVERSITY OF NEW ORLEANS,200,1,,,,
VH BARBER & STYLING ACADEMY,406,0,0,,,
XAVIER UNIVERSITY OF LOUISIANA,200,1,,,,
ALEXANDER ACADEMY INC.,Invalid URL 'https://': No host supplied,0,0,,,
AMERICAN COLLEGE FOR MEDICAL CAREERS,"HTTPSConnectionPool(host='schooliya.com', port=443): Max retries exceeded with url: /assets/HEERF/HEERF-Disclosure-00466600.pdf (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1125)')))",0,0,,,
AMERICAN INTERNATIONAL COLLEGE,200,1,,,,
ASSUMPTION COLLEGE,200,1,,,,
BABSON COLLEGE,200,1,,,,
BANCROFT SCHOOL OF MASSAGE THERAPY,200,1,,,,
BARD COLLEGE AT SIMON'S ROCK,200,1,,,,
BAY PATH UNIVERSITY,200,1,,,,
BAY STATE COLLEGE,200,1,,,,
BECKER COLLEGE,200,1,,,,
BENJAMIN FRANKLIN INSTITUTE OF TECHNOLOGY,Invalid URL 'https://': No host supplied,0,0,,,
BENTLEY UNIVERSITY,200,1,,,,
BERKLEE COLLEGE OF MUSIC,200,1,,,,
BERKSHIRE COMMUNITY COLLEGE,200,1,,,,
BLACKSTONE VALLEY VOCATIONAL REGIONAL SCHOOL DISTRICT,200,1,,,,
BOSTON ARCHITECTURAL COLLEGE,404,0,0,,,
BOSTON BAPTIST COLLEGE,200,1,,,,
"BOSTON GRADUATE SCHOOL OF PSYCHOANALYSIS, INC.",403,0,0,,,
BRANDEIS UNIVERSITY,200,1,,,,
BRIDGEWATER STATE UNIVERSITY,200,1,,,,
BRISTOL COMMUNITY COLLEGE,200,1,,,,
BUNKER HILL COMMUNITY COLLEGE,404,0,0,,,
"CAMBRIDGE COLLEGE, INC.",200,1,,,,
CAPE COD COMMUNITY COLLEGE,200,1,,,,
COLLEEN WOODS,200,1,,,,
COLLEGE OF OUR LADY OF THE ELMS,200,1,,,,
COLLEGE OF THE HOLY CROSS,200,1,,,,
"CONWAY SCHOOL OF LANDSCAPE DESIGN, INC.",404,0,0,,,
CURRY COLLEGE,200,1,,,,
DEAN COLLEGE,200,1,,,,
DIMAN REGIONAL VOCATIONAL TECHNICAL INSTITUTE,200,1,,,,
EASTERN NAZARENE COLLEGE,403,0,0,,,
EINE ELECTROLOGY/ESTHETICS INSTITUTE OF NE,200,1,,,,
ELIZABETH GRADY SCHOOL OF ESTHETICS AND MASSAGE THERAPY,200,1,,,,
EMERSON COLLEGE,200,1,,,,
ENDICOTT COLLEGE,200,1,,,,
FINE MORTUARY COLLEGE,200,1,,,,
FITCHBURG STATE UNIVERSITY,200,1,,,,
FRAMINGHAM STATE UNIVERSITY,200,1,,,,
FRANKLIN W. OLIN COLLEGE OF ENGINEERING,200,1,,,,
GORDON COLLEGE,200,1,,,,
GORDON-CONWELL THEOLOGICAL SEMINARY,200,1,,,,
GREATER LOWELL TECHNICAL SCHOOL,200,1,,,,
GREENFIELD COMMUNITY COLLEGE,200,1,,,,
HAMPSHIRE COLLEGE TRUSTEES,200,1,,,,
HEBREW COLLEGE,200,1,,,,
HELLENIC COLLEGE INC.,200,1,,,,
HOLYOKE COMMUNITY COLLEGE,200,1,,,,
HULT INTERNATIONAL BUSINESS SCHOOL,404,0,0,,,
JOLIE HAIR AND BEAUTY ACADEMY,406,0,0,,,
JUPITER V INSTITUTE INC.,"HTTPSConnectionPool(host='www.jupiterbeautyacademy.com', port=443): Max retries exceeded with url: /higher-education-emergency-relief-fund-report-emergency-financial-aid-grants-to-students/ (Caused by SSLError(SSLCertVerificationError(""hostname 'www.jupiterbeautyacademy.com' doesn't match either of '*.prod.iad2.secureserver.net', 'prod.iad2.secureserver.net'"")))",0,0,,,
LABOURE COLLEGE,200,1,,,,
LASELL UNIVERSITY,"HTTPSConnectionPool(host='www.lasell.edu', port=443): Max retries exceeded with url: /tuition-and-aid/cares-act/dept-of-education-information.html%20 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1125)')))",0,0,,,
LAWRENCE MEMORIAL HOSPITAL SCHOOL OF NURSING,403,0,0,,,
LESLEY UNIVERSITY,200,1,,,,
MASSACHUSETTS BAY COMMUNITY COLLEGE,200,1,,,,
MASSACHUSETTS COLLEGE OF ART AND DESIGN,200,1,,,,
MASSACHUSETTS COLLEGE OF LIBERAL ARTS,200,1,,,,
MASSACHUSETTS MARITIME ACADEMY,404,0,0,,,
"MASSACHUSETTS SCHOOL OF BARBERING, INC.",200,1,,,,
MASSASOIT COMMUNITY COLLEGE,"HTTPSConnectionPool(host='massasoit.edu', port=443): Max retries exceeded with url: /enrollment/paying-for-college/financial-aid/covid-19-student-emergency-grants/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1125)')))",0,0,,,
MCPHS UNIVERSITY,200,1,,,,
"MERETTA GOTHAM HINDS INSTITUTE OF ESTHETICS, INC.",200,1,,,,
MERRIMACK COLLEGE,200,1,,,,
MILLENNIUM TRAINING INSTITUTE,406,0,0,,,
"MONTSERRAT COLLEGE OF ART, INC.",200,1,,,,
"MOTORING TECHNICAL SERVICES, INC.",200,1,,,,
MOUNT WACHUSETT COMMUNITY COLLEGE,200,1,,,,
"NATIONAL AVIATION ACADEMY OF NEW ENGLAND, INC.",200,1,,,,
"NEW ENGLAND BEAUTY ACADEMY, LLC",200,1,,,,
NEW ENGLAND COLLEGE OF OPTOMETRY,200,1,,,,
NEW ENGLAND CONSERVATORY OF MUSIC,200,1,,,,
"NEW ENGLAND HAIR ACADEMY, INC",200,1,,,,
NEW ENGLAND LAW BOSTON,200,1,,,,
NICHOLS COLLEGE,200,1,,,,
NORTH BENNET STREET SCHOOL,200,1,,,,
NORTH SHORE COMMUNITY COLLEGE,200,1,,,,
NORTHEASTERN UNIVERSITY,403,0,0,,,
NORTHERN ESSEX COMMUNITY COLLEGE,200,1,,,,
NORTHPOINT BIBLE COLLEGE,200,1,,,,
PINE MANOR COLLEGE,200,1,,,,
POPE ST. JOHN XXIII NATIONAL SEMINARY,200,1,,,,
QUINCY COLLEGE,200,1,,,,
QUINSIGAMOND COMMUNITY COLLEGE,200,1,,,,
REGIS COLLEGE,200,1,,,,
ROB ROY ACADEMY INC,200,1,,,,
"ROB ROY ACADEMY, INC",200,1,,,,
ROXBURY COMMUNITY COLLEGE,Invalid URL 'https://': No host supplied,0,0,,,
SAINT JOHN SEMINARY CORP,Invalid URL 'https://': No host supplied,0,0,,,
SALEM STATE UNIVERSITY,200,1,,,,
SIGNATURE HEALTHCARE CORPORATION,200,1,,,,
SIMMONS UNIVERSITY,200,1,,,,
"SISTERS OF SAINT ANN, DBA ANNA MARIA COLLEGE",200,1,,,,
SPRINGFIELD COLLEGE,200,1,,,,
SPRINGFIELD TECHNICAL COMMUNITY COLLEGE,200,1,,,,
"STONEHILL COLLEGE, INC.",200,1,,,,
SUFFOLK UNIVERSITY,200,1,,,,
THE MGH INSTITUTE OF HEALTH PROFESSIONS,200,1,,,,
THE PRESIDENT AND TRUSTEES OF WILLIAMS COLLEGE,200,1,,,,
THE TRUSTEES OF THE SMITH COLLEGE,200,1,,,,
TRI-COUNTY REGIONAL VOCATIONAL TECHNICAL,200,1,,,,
TRUSTEES OF AMHERST COLLEGE,200,1,,,,
TRUSTEES OF BOSTON COLLEGE,200,1,,,,
TRUSTEES OF BOSTON UNIVERSITY,200,1,,,,
TRUSTEES OF CLARK UNIVERSITY,200,1,,,,
TRUSTEES OF EMMANUEL COLLEGE,200,1,,,,
TRUSTEES OF MOUNT HOLYOKE COLLEGE,200,1,,,,
TRUSTEES OF TUFTS COLLEGE,200,1,,,,
UNIVERSITY OF MASSACHUSETTS AMHERST,404,0,0,,,
UNIVERSITY OF MASSACHUSETTS BOSTON,200,1,,,,
UNIVERSITY OF MASSACHUSETTS DARTMOUTH,200,1,,,,
UNIVERSITY OF MASSACHUSETTS LOWELL,200,1,,,,
UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,200,1,,,,
"URBAN COLLEGE OF BOSTON: A TWO-YEAR COLLEGE, INC., THE",404,0,0,,,
WELLESLEY COLLEGE,200,1,,,,
WENTWORTH INSTITUTE OF TECHNOLOGY,403,0,0,,,
WESTERN NEW ENGLAND UNIVERSITY,200,1,,,,
WESTFIELD STATE UNIVERSITY,200,1,,,,
WHEATON COLLEGE (MA),200,1,,,,
WILLIAM JAMES COLLEGE,200,1,,,,
WORCESTER POLYTECHNIC INSTITUTE,200,1,,,,
WORCESTER STATE UNIVERSITY,200,1,,,,
ALLEGANY COLLEGE OF MARYLAND,200,1,,,,
ALL-STATE CAREER - BALTIMORE,200,1,,,,
ANNE ARUNDEL COMMUNITY COLLEGE,200,1,,,,
BAIS HAMEDRASH AND MESIVTA OF BALTIMORE,200,1,,,,
BALTIMORE CITY COMMUNITY COLLEGE,200,1,,,,
BALTIMORE STUDIO OF HAIR DESIGN INC,200,1,,,,
BOUCHARD VENTURES LLC,200,1,,,,
BOWIE STATE UNIVERSITY,200,1,,,,
CAPITOL TECHNOLOGY UNIVERSITY,200,1,,,,
CARROLL COMMUNITY COLLEGE,200,1,,,,
CECIL COLLEGE,200,1,,,,
CHESAPEAKE COLLEGE,200,1,,,,
COLLEGE OF SOUTHERN MARYLAND,200,1,,,,
COMMUNITY COLLEGE OF BALTIMORE  COUNTY,200,1,,,,
COPPIN STATE UNIVERSITY,200,1,,,,
EFC TRADE INC IV,200,1,,,,
FORTIS INSTITUTE- TOWSON  - EDUCATION AFFILIATES,200,1,,,,
FREDERICK COMMUNITY COLLEGE,200,1,,,,
FROSTBURG STATE UNIVERSITY,200,1,,,,
GARRETT COMMUNITY COLLEGE,200,1,,,,
GOUCHER COLLEGE,200,1,,,,
HAGERSTOWN COMMUNITY COLLEGE,200,1,,,,
"HAIR EXPRESSIONS ACADEMY, INC.",200,1,,,,
HARFORD COMMUNITY COLLEGE,404,0,0,,,
HOLISTIC MASSAGE TRAINING INSTITUTE,200,1,,,,
"HOOD COLLEGE OF FREDERICK, MARYLAND",404,0,0,,,
HOWARD COMMUNITY COLLEGE,200,1,,,,
INTERNATIONAL COSMETOLOGY INC,200,1,,,,
JOHNS HOPKINS UNIVERSITY,200,1,,,,
"KCS, LTD  T/A DEL-MAR-VA BEAUTY ACADEMY",200,1,,,,
LESTER PRIMUS,404,0,0,,,
LOYOLA UNIVERSITY MARYLAND,200,1,,,,
MAPLE SPRINGS BAPTIST BIBLE COLLEGE & SEMINARY,200,1,,,,
MARYLAND BEAUTY ACADEMY OF ESSEX INC,200,1,,,,
MARYLAND INSTITUTE,200,1,,,,
"MARYLAND UNIVERSITY OF INTEGRATIVE HEALTH, INC.",403,0,0,,,
MCDANIEL COLLEGE,200,1,,,,
"MONTGOMERY BEAUTY SCHOOL, INC.",403,0,0,,,
MONTGOMERY COLLEGE,200,1,,,,
MORGAN STATE UNIVERSITY,200,1,,,,
MOUNT ST. MARY'S UNIVERSITY,200,1,,,,
NER ISRAEL RABBINICAL COLLEGE,200,1,,,,
NOTRE DAME OF MARYLAND UNIVERSITY,200,1,,,,
PRINCE GEORGE'S COMMUNITY COLLEGE,200,1,,,,
SALISBURY UNIVERSITY,200,1,,,,
ST. JOHN'S COLLEGE,200,1,,,,
ST. MARY'S COLLEGE OF MARYLAND,200,1,,,,
STEVENSON UNIVERSITY,200,1,,,,
"STUDIO PRODUCTIONS, INC",200,1,,,,
THE RISER ACADEMIES INC,403,0,0,,,
TOWSON UNIVERSITY,403,0,0,,,
UNIVERSITY OF BALTIMORE,200,1,,,,
UNIVERSITY OF MARYLAND,200,1,,,,
UNIVERSITY OF MARYLAND BALTIMORE,200,1,,,,
UNIVERSITY OF MARYLAND BALTIMORE COUNTY,404,0,0,,,
UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE,200,1,,,,
WASHINGTON ADVENTIST UNIVERSITY,200,1,,,,
WASHINGTON COLLEGE,200,1,,,,
WOMEN'S INSTITUTE OF TORAH SEMINARY,200,1,,,,
WOR-WIC COMMUNITY COLLEGE,200,1,,,,
"YESHIVA OF GREATER WASHINGTON, INC.","HTTPSConnectionPool(host='yeshiva.edu', port=443): Max retries exceeded with url: /YESHIVAGEDOLAH/YCNCCARESACTPOLICY/tabid/483/Default.aspx (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1125)')))",0,0,,,
BEAL EDUCATION LLC,200,1,,,,
BIRTHWISE MIDWIFERY SCHOOL,200,1,,,,
BOWDOIN COLLEGE,200,1,,,,
CAPILO SCHOOL OF HAIR DESIGN,403,0,0,,,
CENTRAL MAINE COMMUNITY COLLEGE,200,1,,,,
COLBY COLLEGE,200,1,,,,
COLLEGE OF THE ATLANTIC,200,1,,,,
EASTERN MAINE COMMUNITY COLLEGE,200,1,,,,
"EEG, INC.",200,1,,,,
HEADHUNTER II SCHOOL OF HAIR DESIGN INC. -SPA TECH INSTITUTE,200,1,,,,
HUSSON UNIVERSITY,200,1,,,,
INSTITUTE FOR DOCTORAL STUDIES IN THE VISUAL ARTS,200,1,,,,
KENNEBEC VALLEY COMMUNITY COLLEGE (MCCS),200,1,,,,
MAINE COLLEGE OF ART,200,1,,,,
MAINE COLLEGE OF HEALTH PROFESSIONS,404,0,0,,,
MAINE MARITIME ACADEMY,200,1,,,,
NORTHEAST TECHNICAL INSTITUTE,404,0,0,,,
NORTHERN MAINE COMMUNITY COLLEGE,200,1,,,,
PRESIDENT AND TRUSTEES OF BATES COLLEGE,200,1,,,,
SEACOAST CAREER SCHOOLS,"HTTPSConnectionPool(host='schooliya.com', port=443): Max retries exceeded with url: /assets/HEERF/HEERF-Disclosure-03429300.pdf (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1125)')))",0,0,,,
SOUTHERN MAINE COMMUNITY COLLEGE,403,0,0,,,
THE LANDING SCHOOL,200,1,,,,
THOMAS COLLEGE,200,1,,,,
TRUSTEES OF ST. JOSEPH'S COLLEGE,403,0,0,,,
UNITY COLLEGE,403,0,0,,,
UNIV OF ME ACTING THROUGH THE UNIV OF MAINE AT FARMINGTON,200,1,,,,
UNIVERSITY OF MAINE - FORT KENT,200,1,,,,
UNIVERSITY OF MAINE AT AUGUSTA,200,1,,,,
UNIVERSITY OF MAINE AT MACHIAS,200,1,,,,
UNIVERSITY OF MAINE AT PRESQUE ISLE,200,1,,,,
UNIVERSITY OF MAINE SYSTEM ACTING THROUGH UNIV. OF MAINE,200,1,,,,
UNIVERSITY OF NEW ENGLAND,200,1,,,,
UNIVERSITY OF SOUTHERN MAINE,200,1,,,,
WASHINGTON COUNTY COMMUNITY COLLEGE,200,1,,,,
YORK COUNTY COMMUNITY COLLEGE,200,1,,,,
COLLEGE OF THE MARSHALL ISLANDS,406,0,0,,,
ABCOTT INSTITUTE,200,1,,,,
ADRIAN COLLEGE,200,1,,,,
ALBION COLLEGE,200,1,,,,
ALMA COLLEGE,200,1,,,,
ALPENA COMMUNITY COLLEGE,200,1,,,,
ANDREWS UNIVERSITY,200,1,,,,
AQUINAS COLLEGE,200,1,,,,
BAKER COLLEGE,200,1,,,,
BAY DE NOC COMMUNITY COLLEGE,200,1,,,,
BAY MILLS COMMUNITY COLLEGE,200,1,,,,
"BAYSHIRE ACADEMY OF BEAUTY CRAFT, INC.",403,0,0,,,
BMB ENTERPRISES,200,1,,,,
BRIGHTON INSTITUTE OF COSMETOLOGY INC,200,1,,,,
CALVIN THEOLOGICAL SEMINARY,200,1,,,,
CALVIN UNIVERSITY,404,0,0,,,
"CAREER QUEST LEARNING CENTERS, INC",403,0,0,,,
CARNEGIE INSTITUTE,200,1,,,,
CENTRAL MICHIGAN UNIVERSITY,200,1,,,,
CHARLES STEWART MOTT COMMUNITY COLLEGE,200,1,,,,
CLEARY UNIVERSITY,200,1,,,,
COLLEGE FOR CREATIVE STUDIES,403,0,0,,,
COMPASS COLLEGE OF CINEMATIC ARTS,403,0,0,,,
CONCORDIA UNIVERSITY ANN ARBOR,200,1,,,,
CORNERSTONE UNIVERSITY,200,1,,,,
CRANBROOK EDUCATIONAL COMMUNITY,200,1,,,,
CREATIVE HAIR SCHOOL OF COSMETOLOGY,404,0,0,,,
DAVENPORT UNIVERSITY,200,1,,,,
DETROIT BUSINESS INSTITUTE - DOWNRIVER,200,1,,,,
DORSEY SCHOOL OF BUSINESS,200,1,,,,
DOUGLAS J AVEDA INSTITUTE,200,1,,,,
DSDT,406,0,0,,,
EASTERN MICHIGAN UNIVERSITY,404,0,0,,,
ECUMENICAL THEOLOGICAL SEMINARY,200,1,,,,
"EEG, INC",200,1,,,,
ELEVATE SALON INSTITUTE,200,1,,,,
FERRIS STATE UNIVERSITY,200,1,,,,
FINLANDIA UNIVERSITY,200,1,,,,
GLEN OAKS COMMUNITY COLLEGE,200,1,,,,
GOGEBIC COMMUNITY COLLEGE,200,1,,,,
GRACE CHRISTIAN UNIVERSITY,200,1,,,,
GRAND RAPIDS COMMUNITY COLLEGE,200,1,,,,
GRAND VALLEY STATE UNIVERSITY,200,1,,,,
GREAT LAKES CHRISTIAN COLLEGE,406,0,0,,,
HENRY FORD COLLEGE,200,1,,,,
HOPE COLLEGE,200,1,,,,
IRENE'S MYOMASSOLOGY INSTITUTE,200,1,,,,
JACKSON COLLEGE,"HTTPSConnectionPool(host='covid-19.1.jccmi.edu', port=443): Max retries exceeded with url: /cares-act/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1125)')))",0,0,,,
KALAMAZOO COLLEGE,200,1,,,,
KALAMAZOO VALLEY COMMUNITY COLLEGE,403,0,0,,,
KELLOGG COMMUNITY COLLEGE,200,1,,,,
KETTERING UNIVERSITY,200,1,,,,
KEWEENAW BAY OJIBWA COMMUNITY COLLEGE,403,0,0,,,
KINGS II CORP D/B/A NORTHWESTERN TECHNOLOGICAL INSTITUTE,403,0,0,,,
KIRTLAND COMMUNITY COLLEGE,200,1,,,,
KUYPER COLLEGE,200,1,,,,
LAKE MICHIGAN COLLEGE,200,1,,,,
LAKE SUPERIOR STATE UNIVERSITY,403,0,0,,,
LANSING COMMUNITY COLLEGE,200,1,,,,
LAWRENCE TECHNOLOGICAL UNIVERSITY,200,1,,,,
LEIGH ANN HOLDINGS INC,200,1,,,,
"L'ESPRIT ACADEMY, INC.",200,1,,,,
MACOMB COMMUNITY COLLEGE,200,1,,,,
MADONNA UNIVERSITY,200,1,,,,
"MALY BLACK, INC.",200,1,,,,
"MALY FAMILY ENTERPRISES, INC",200,1,,,,
MIAT COLLEGE OF TECHNOLOGY,403,0,0,,,
MICHIGAN COLLEGE OF BEAUTY-TROY,403,0,0,,,
MICHIGAN SCHOOL OF PSYCHOLOGY,200,1,,,,
MICHIGAN STATE UNIVERSITY,200,1,,,,
MICHIGAN STATE UNIVERSITY COLLEGE OF LAW,200,1,,,,
MICHIGAN TECHNOLOGICAL UNIVERSITY,200,1,,,,
MID MICHIGAN COMMUNITY COLLEGE,200,1,,,,
MONROE COUNTY COMMUNITY COLLEGE,200,1,,,,
